occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Hellenolacerta graeca","Hellenolacerta graeca (Bedriaga, 1886)","5789567","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Hellenolacerta","Hellenolacerta graeca","Hellenolacerta graeca","(Bedriaga, 1886) ","5789567",
,"Hierophis gemonensis","Hierophis gemonensis (Laurenti, 1768)","2458928","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Colubridae","Hierophis","Hierophis gemonensis","Hierophis gemonensis","(Laurenti, 1768) ","2458928",
,"Hierophis viridiflavus","Hierophis viridiflavus (Lacépède, 1789)","2458916","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Colubridae","Hierophis","Hierophis viridiflavus","Hierophis viridiflavus","(Lacépède, 1789) ","2458916",
,"Hypericum aciferum","Hypericum aciferum (Greuter) N.Robson","3711466","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum aciferum","Hypericum aciferum","(Greuter) N.Robson","3711466",
,"Iberis runemarkii","Iberis runemarkii Greuter & Burdet","5377151","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Iberis","Iberis runemarkii","Iberis runemarkii","Greuter & Burdet","5377151",
,"Jankaea heldreichii","Jankaea heldreichii (Boiss.) Boiss.","3820087","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Ramonda","Ramonda heldreichii","Jankaea heldreichii","(Boiss.) Boiss.","3820087","8088138"
,"Knipowitschia goerneri","Knipowitschia goerneri Ahnelt, 1991","2375696","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Perciformes","Gobiidae","Knipowitschia","Knipowitschia goerneri","Knipowitschia goerneri","Ahnelt, 1991","2375696",
,"Knipowitschia milleri","Knipowitschia milleri (Ahnelt & Bianco, 1990)","2375686","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Perciformes","Gobiidae","Knipowitschia","Knipowitschia milleri","Knipowitschia milleri","(Ahnelt & Bianco, 1990) ","2375686",
,"Lacerta citrovittata","Lacerta citrovittata Werner, 1938","11146847","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Lacerta","Lacerta citrovittata","Lacerta citrovittata","Werner, 1938","11146847",
,"Ladigesocypris ghigii","Ladigesocypris ghigii (Gianferrari, 1927)","2363050","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Squalius","Squalius ghigii","Ladigesocypris ghigii","(Gianferrari, 1927) ","2363050","7193633"
,"Laudakia stellio","Laudakia stellio (Linnaeus, 1758)","2465547","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Squamata",,"Agamidae","Stellagama","Stellagama stellio","Laudakia stellio","(Linnaeus, 1758) ","2465547","7504253"
,"Linaria hellenica","Linaria hellenica Turrill","8399247","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Linaria","Linaria tenuis","Linaria hellenica","Turrill","8399247","7376915"
,"Lithophaga lithophaga","Lithophaga lithophaga (Linnaeus, 1758)","4374632","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Lithophaga","Lithophaga lithophaga","Lithophaga lithophaga","(Linnaeus, 1758) ","4374632",
,"Luciobarbus graecus","Luciobarbus graecus (Steindachner, 1895)","2363082","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Luciobarbus","Luciobarbus graecus","Luciobarbus graecus","(Steindachner, 1895) ","2363082",
,"Lyciasalamandra helverseni","Lyciasalamandra helverseni (Pieper, 1963)","2431829","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lyciasalamandra","Lyciasalamandra helverseni","Lyciasalamandra helverseni","(Pieper, 1963) ","2431829",
,"Lyciasalamandra luschani","Lyciasalamandra luschani (Steindachner, 1891)","2431833","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lyciasalamandra","Lyciasalamandra luschani","Lyciasalamandra luschani","(Steindachner, 1891) ","2431833",
,"Macrovipera schweizeri","Macrovipera schweizeri (Werner, 1935)","2444698","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Viperidae","Macrovipera","Macrovipera schweizeri","Macrovipera schweizeri","(Werner, 1935) ","2444698",
,"Mediodactylus bartoni","Mediodactylus bartoni (Stepánek, 1934)","11172225","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Gekkonidae","Mediodactylus","Mediodactylus bartoni","Mediodactylus bartoni","(Stepánek, 1934) ","11172225",
,"Mediodactylus danilewski","Mediodactylus danilewskii (Strauch, 1887)","11165726","FUZZY","96","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Gekkonidae","Mediodactylus","Mediodactylus danilewskii","Mediodactylus danilewskii","(Strauch, 1887) ","11165726",
,"Mediodactylus oertzeni","Mediodactylus oertzeni (Boettger, 1888)","11199676","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Gekkonidae","Mediodactylus","Mediodactylus oertzeni","Mediodactylus oertzeni","(Boettger, 1888) ","11199676",
,"Mediodactylus orientalis","Mediodactylus orientalis (Stepánek, 1937)","11153404","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Gekkonidae","Mediodactylus","Mediodactylus orientalis","Mediodactylus orientalis","(Stepánek, 1937) ","11153404",
,"Montivipera xanthina","Montivipera xanthina (Gray, 1849)","4820419","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Viperidae","Montivipera","Montivipera xanthina","Montivipera xanthina","(Gray, 1849) ","4820419",
,"Nepeta argolica subsp. dirphya","Nepeta argolica subsp. dirphya (Boiss.) Strid & Kit Tan","5610773","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Nepeta","Nepeta argolica","Nepeta argolica dirphya","(Boiss.) Strid & Kit Tan","5610773",
,"Nepeta sphaciotica","Nepeta sphaciotica P.H.Davis","5609657","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Nepeta","Nepeta sphaciotica","Nepeta sphaciotica","P.H.Davis","5609657",
,"Ophiomorus kardesi","Ophiomorus kardesi Kornilios, Kumlutas, Lymberakis & Ilgaz, 2018","10733394","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Scincidae","Ophiomorus","Ophiomorus kardesi","Ophiomorus kardesi","Kornilios, Kumlutas, Lymberakis & Ilgaz, 2018","10733394",
,"Ophiomorus punctatissimus","Ophiomorus punctatissimus (Bibron & Bory De St.Vincent, 1833)","2462191","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Scincidae","Ophiomorus","Ophiomorus punctatissimus","Ophiomorus punctatissimus","(Bibron & Bory De St.Vincent, 1833) ","2462191",
,"Ophrys argolica subsp. argolica","Ophrys argolica subsp. argolica","7227883","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Ophrys","Ophrys argolica","Ophrys argolica argolica",,"7227883",
,"Origanum dictamnus","Origanum dictamnus L.","3894972","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Origanum","Origanum dictamnus","Origanum dictamnus","L.","3894972",
,"Osmoderma lassallei","Osmoderma lassallei Baraud & Tauzin, 1991","1079611","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Osmoderma","Osmoderma lassallei","Osmoderma lassallei","Baraud & Tauzin, 1991","1079611",
,"Paeonia clusii subsp. rhodia","Paeonia clusii subsp. rhodia (Stearn) Tzanoud.","3614259","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Paeoniaceae","Paeonia","Paeonia clusii","Paeonia clusii rhodia","(Stearn) Tzanoud.","3614259",
,"Paeonia parnassica","Paeonia parnassica Tzanoud.","3614186","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Paeoniaceae","Paeonia","Paeonia parnassica","Paeonia parnassica","Tzanoud.","3614186",
,"Papilio alexanor","Papilio alexanor Esper, 1800","1938131","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio alexanor","Papilio alexanor","Esper, 1800","1938131",
,"Pelasgus epiroticus","Pelasgus epiroticus (Steindachner, 1895)","2359842","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Pelasgus","Pelasgus epiroticus","Pelasgus epiroticus","(Steindachner, 1895) ","2359842",
,"Pelasgus laconicus","Pelasgus laconicus (Kottelat & Barbieri, 2004)","2359834","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Pelasgus","Pelasgus laconicus","Pelasgus laconicus","(Kottelat & Barbieri, 2004) ","2359834",
,"Pelasgus marathonicus","Pelasgus marathonicus (Vinciguerra, 1921)","2359831","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Pelasgus","Pelasgus marathonicus","Pelasgus marathonicus","(Vinciguerra, 1921) ","2359831",
,"Pelasgus prespensis","Pelasgus prespensis (Karaman, 1924)","2359846","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Pelasgus","Pelasgus prespensis","Pelasgus prespensis","(Karaman, 1924) ","2359846",
,"Pelasgus stymphalicus","Pelasgus stymphalicus (Valenciennes, 1844)","2359836","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Pelasgus","Pelasgus stymphalicus","Pelasgus stymphalicus","(Valenciennes, 1844) ","2359836",
,"Pelasgus thesproticus","Pelasgus thesproticus (Stephanidis, 1939)","2360990","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Pelasgus","Pelasgus thesproticus","Pelasgus thesproticus","(Stephanidis, 1939) ","2360990",
,"Pelophylax cerigensis","Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)","2426670","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","Pelophylax cerigensis","Pelophylax cerigensis","(Beerli, Hotz, Tunner, Heppich & Uzzell, 1994) ","2426670",
,"Pelophylax cretensis","Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)","2426672","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","Pelophylax cretensis","Pelophylax cretensis","(Beerli, Hotz, Tunner, Heppich & Uzzell, 1994) ","2426672",
,"Phitosia crocifolia","Phitosia crocifolia (Boiss. & Heldr.) Kamari & Greuter","3143056","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Phitosia","Phitosia crocifolia","Phitosia crocifolia","(Boiss. & Heldr.) Kamari & Greuter","3143056",
,"Phoenix theophrasti","Phoenix theophrasti Greuter","5293186","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix theophrasti","Phoenix theophrasti","Greuter","5293186",
,"Physeter macrocephalus","Physeter macrocephalus Linnaeus, 1758","8123917","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Physeteridae","Physeter","Physeter macrocephalus","Physeter macrocephalus","Linnaeus, 1758","8123917",
,"Pinna nobilis","Pinna nobilis Linnaeus, 1758","4374731","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Bivalvia","Ostreida","Pinnidae","Pinna","Pinna nobilis","Pinna nobilis","Linnaeus, 1758","4374731",
,"Pipistrellus hanaki","Pipistrellus hanaki Hulva & Benda, 2004","5787632","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus hanaki","Pipistrellus hanaki","Hulva & Benda, 2004","5787632",
,"Podarcis cretensis","Podarcis cretensis (Wettstein, 1952)","5789532","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis cretensis","Podarcis cretensis","(Wettstein, 1952) ","5789532",
,"Podarcis gaigeae","Podarcis gaigeae (Werner, 1930)","2468994","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis gaigeae","Podarcis gaigeae","(Werner, 1930) ","2468994",
,"Podarcis levendis","Podarcis levendis Lymberakis, Poulakakis, Kaliontzopoulou, Valakos & Mylonas, 2008","5789530","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis levendis","Podarcis levendis","Lymberakis, Poulakakis, Kaliontzopoulou, Valakos & Mylonas, 2008","5789530",
,"Podarcis milensis","Podarcis milensis (Bedriaga, 1882)","2469118","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis milensis","Podarcis milensis","(Bedriaga, 1882) ","2469118",
,"Podarcis peloponnesiaca","Podarcis peloponnesiacus (Bibron & Bory, 1833)","2469022","FUZZY","96","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis peloponnesiacus","Podarcis peloponnesiacus","(Bibron & Bory, 1833) ","2469022",
,"Podarcis tauricus/Podarcis ionicus complex","Podarcis tauricus (Pallas, 1814)","2469065","HIGHERRANK","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis tauricus","Podarcis tauricus","(Pallas, 1814) ","2469065",
,"Polygonum praelongum","Polygonum praelongum Coode & Cullen","5652611","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Polygonum","Polygonum praelongum","Polygonum praelongum","Coode & Cullen","5652611",
,"Pseudorca crassidens","Pseudorca crassidens (Owen, 1846)","2440440","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Pseudorca","Pseudorca crassidens","Pseudorca crassidens","(Owen, 1846) ","2440440",
,"Rhodeus meridionalis","Rhodeus meridionalis Karaman, 1924","2360811","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Rhodeus","Rhodeus meridionalis","Rhodeus meridionalis","Karaman, 1924","2360811",
,"Romanogobio elimeius","Romanogobio elimeius (Kattoulas, Stephanidis & Economidis, 1973)","2360747","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Romanogobio","Romanogobio elimeius","Romanogobio elimeius","(Kattoulas, Stephanidis & Economidis, 1973) ","2360747",
,"Rutilus panosi","Rutilus panosi Bogutskaya & Iliadou, 2006","2359647","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Leucos","Leucos panosi","Rutilus panosi","Bogutskaya & Iliadou, 2006","2359647","8478641"
,"Rutilus prespensis","Rutilus prespensis (Karaman, 1924)","2359676","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Leucos","Leucos basak","Rutilus prespensis","(Karaman, 1924) ","2359676","2359671"
,"Rutilus ylikiensis","Rutilus ylikiensis Economidis, 1991","2359694","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Leucos","Leucos ylikiensis","Rutilus ylikiensis","Economidis, 1991","2359694","8536369"
,"Salmo farioides","Salmo farioides Karaman, 1938","4284018","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Salmo","Salmo farioides","Salmo farioides","Karaman, 1938","4284018",
,"Salmo louroensis","Salmo lourosensis Delling, 2011","5961600","FUZZY","95","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Salmo","Salmo lourosensis","Salmo lourosensis","Delling, 2011","5961600",
,"Salmo macedonicus","Salmo macedonicus (Karaman, 1924)","2351627","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Salmo","Salmo macedonicus","Salmo macedonicus","(Karaman, 1924) ","2351627",
,"Salmo pelagonicus","Salmo pelagonicus Karaman, 1938","2351647","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Salmo","Salmo pelagonicus","Salmo pelagonicus","Karaman, 1938","2351647",
,"Salmo peristericus","Salmo peristericus Karaman, 1938","2351546","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Salmo","Salmo peristericus","Salmo peristericus","Karaman, 1938","2351546",
,"Scardinius graecus","Scardinius graecus Stephanidis, 1937","2362671","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Scardinius","Scardinius graecus","Scardinius graecus","Stephanidis, 1937","2362671",
,"Sciurus anomalus","Sciurus anomalus Gmelin, 1778","8243249","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus anomalus","Sciurus anomalus","Gmelin, 1778","8243249",
,"Scyllarides latus","Scyllarides latus (Latreille, 1803)","2221735","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Scyllarides","Scyllarides latus","Scyllarides latus","(Latreille, 1803) ","2221735",
,"Silene holzmannii","Silene holzmannii Heldr. ex Boiss.","7662000","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene holzmannii","Silene holzmannii","Heldr. ex Boiss.","7662000",
,"Silene orphanidis","Silene orphanidis Boiss.","5585543","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene orphanidis","Silene orphanidis","Boiss.","5585543",
,"Silurus aristotelis","Silurus aristotelis Garman, 1890","8115991","EXACT","97","ACCEPTED","SPECIES","Animalia","Chordata",,"Siluriformes","Siluridae","Silurus","Silurus aristotelis","Silurus aristotelis","Garman, 1890","8115991",
,"Solenanthus albanicus","Solenanthus albanicus (Degen & Bald.) Degen & Bald.","4058159","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Solenanthus","Solenanthus albanicus","Solenanthus albanicus","(Degen & Bald.) Degen & Bald.","4058159",
,"Squalius keadicus","Squalius keadicus (Stephanidis, 1971)","2365745","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Squalius","Squalius keadicus","Squalius keadicus","(Stephanidis, 1971) ","2365745",
,"Stenella coeruleoalba","Stenella coeruleoalba (Meyen, 1833)","5220055","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Stenella","Stenella coeruleoalba","Stenella coeruleoalba","(Meyen, 1833) ","5220055",
,"Steno bredanensis","Steno bredanensis (G.Cuvier, 1828)","2440433","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Steno","Steno bredanensis","Steno bredanensis","(G.Cuvier, 1828) ","2440433",
,"Symphytum cycladense","Symphytum cycladense Pawl.","7955183","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Symphytum","Symphytum davisii","Symphytum cycladense","Pawl.","7955183","4067409"
,"Telestes beoticus","Telestes beoticus (Stephanidis, 1939)","2360998","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Telestes","Telestes beoticus","Telestes beoticus","(Stephanidis, 1939) ","2360998",
